iteration,target_revision,start_wall_epoch,start_wall_utc,start_wall_local,end_wall_epoch,end_wall_utc,end_wall_local,deploy_started_epoch,deploy_started_utc,deploy_started_local,deploy_finished_epoch,deploy_finished_utc,deploy_finished_local,repo_sync_s,manifest_apply_s,resource_creation_s,deployment_total_s,rollout_total_s,pod_rollout_s,status,note
121,v0.15.2,1760794146.398,2025-10-18T13:29:06.397Z,2025-10-18T13:29:06.397+00:00,1760794166.173,2025-10-18T13:29:26.173Z,2025-10-18T13:29:26.173+00:00,1760794146.000,2025-10-18T13:29:06.000Z,2025-10-18T13:29:06.000+00:00,1760794149.000,2025-10-18T13:29:09.000Z,2025-10-18T13:29:09.000+00:00,4.869,0.134,15.092,3.000,19.775,16.775,ok,
122,v0.15.1,1760794167.628,2025-10-18T13:29:27.627Z,2025-10-18T13:29:27.627+00:00,1760794188.774,2025-10-18T13:29:48.774Z,2025-10-18T13:29:48.774+00:00,1760794167.000,2025-10-18T13:29:27.000Z,2025-10-18T13:29:27.000+00:00,1760794170.000,2025-10-18T13:29:30.000Z,2025-10-18T13:29:30.000+00:00,4.900,0.121,16.599,3.000,21.146,18.146,ok,
123,v0.15.2,1760794190.106,2025-10-18T13:29:50.106Z,2025-10-18T13:29:50.106+00:00,1760794212.046,2025-10-18T13:30:12.045Z,2025-10-18T13:30:12.045+00:00,1760794190.000,2025-10-18T13:29:50.000Z,2025-10-18T13:29:50.000+00:00,1760794193.000,2025-10-18T13:29:53.000Z,2025-10-18T13:29:53.000+00:00,6.695,0.204,14.989,3.000,21.939,18.939,ok,
124,v0.15.1,1760794213.486,2025-10-18T13:30:13.486Z,2025-10-18T13:30:13.486+00:00,1760794235.757,2025-10-18T13:30:35.756Z,2025-10-18T13:30:35.756+00:00,1760794213.000,2025-10-18T13:30:13.000Z,2025-10-18T13:30:13.000+00:00,1760794216.000,2025-10-18T13:30:16.000Z,2025-10-18T13:30:16.000+00:00,5.404,0.167,17.042,3.000,22.270,19.270,ok,
125,v0.15.2,1760794237.207,2025-10-18T13:30:37.206Z,2025-10-18T13:30:37.206+00:00,1760794258.047,2025-10-18T13:30:58.047Z,2025-10-18T13:30:58.047+00:00,1760794237.000,2025-10-18T13:30:37.000Z,2025-10-18T13:30:37.000+00:00,1760794240.000,2025-10-18T13:30:40.000Z,2025-10-18T13:30:40.000+00:00,4.895,0.108,15.837,3.000,20.840,17.840,ok,
126,v0.15.1,1760794259.389,2025-10-18T13:30:59.388Z,2025-10-18T13:30:59.388+00:00,1760794280.841,2025-10-18T13:31:20.841Z,2025-10-18T13:31:20.841+00:00,1760794259.000,2025-10-18T13:30:59.000Z,2025-10-18T13:30:59.000+00:00,1760794262.000,2025-10-18T13:31:02.000Z,2025-10-18T13:31:02.000+00:00,4.797,0.171,16.784,3.000,21.453,18.453,ok,
127,v0.15.2,1760794282.134,2025-10-18T13:31:22.133Z,2025-10-18T13:31:22.133+00:00,1760794304.189,2025-10-18T13:31:44.188Z,2025-10-18T13:31:44.188+00:00,1760794282.000,2025-10-18T13:31:22.000Z,2025-10-18T13:31:22.000+00:00,1760794285.000,2025-10-18T13:31:25.000Z,2025-10-18T13:31:25.000+00:00,5.128,0.082,16.862,3.000,22.055,19.055,ok,
128,v0.15.1,1760794305.424,2025-10-18T13:31:45.423Z,2025-10-18T13:31:45.423+00:00,1760794326.513,2025-10-18T13:32:06.513Z,2025-10-18T13:32:06.513+00:00,1760794305.000,2025-10-18T13:31:45.000Z,2025-10-18T13:31:45.000+00:00,1760794308.000,2025-10-18T13:31:48.000Z,2025-10-18T13:31:48.000+00:00,5.091,0.135,16.097,3.000,21.090,18.090,ok,
129,v0.15.2,1760794327.788,2025-10-18T13:32:07.788Z,2025-10-18T13:32:07.788+00:00,1760794347.455,2025-10-18T13:32:27.454Z,2025-10-18T13:32:27.454+00:00,1760794327.000,2025-10-18T13:32:07.000Z,2025-10-18T13:32:07.000+00:00,1760794330.000,2025-10-18T13:32:10.000Z,2025-10-18T13:32:10.000+00:00,5.371,0.143,14.833,3.000,19.666,16.666,ok,
130,v0.15.1,1760794348.741,2025-10-18T13:32:28.741Z,2025-10-18T13:32:28.741+00:00,1760794370.484,2025-10-18T13:32:50.483Z,2025-10-18T13:32:50.483+00:00,1760794348.000,2025-10-18T13:32:28.000Z,2025-10-18T13:32:28.000+00:00,1760794351.000,2025-10-18T13:32:31.000Z,2025-10-18T13:32:31.000+00:00,5.383,0.153,16.785,3.000,21.743,18.743,ok,
131,v0.15.2,1760794371.870,2025-10-18T13:32:51.870Z,2025-10-18T13:32:51.870+00:00,1760794394.820,2025-10-18T13:33:14.819Z,2025-10-18T13:33:14.819+00:00,1760794372.000,2025-10-18T13:32:52.000Z,2025-10-18T13:32:52.000+00:00,1760794376.000,2025-10-18T13:32:56.000Z,2025-10-18T13:32:56.000+00:00,7.479,0.122,15.046,4.000,22.949,18.949,ok,
132,v0.15.1,1760794396.163,2025-10-18T13:33:16.162Z,2025-10-18T13:33:16.162+00:00,1760794417.209,2025-10-18T13:33:37.209Z,2025-10-18T13:33:37.209+00:00,1760794396.000,2025-10-18T13:33:16.000Z,2025-10-18T13:33:16.000+00:00,1760794399.000,2025-10-18T13:33:19.000Z,2025-10-18T13:33:19.000+00:00,6.196,0.155,14.745,3.000,21.046,18.046,ok,
133,v0.15.2,1760794418.424,2025-10-18T13:33:38.424Z,2025-10-18T13:33:38.424+00:00,1760794439.219,2025-10-18T13:33:59.219Z,2025-10-18T13:33:59.219+00:00,1760794418.000,2025-10-18T13:33:38.000Z,2025-10-18T13:33:38.000+00:00,1760794421.000,2025-10-18T13:33:41.000Z,2025-10-18T13:33:41.000+00:00,5.506,0.086,15.522,3.000,20.795,17.795,ok,
134,v0.15.1,1760794440.484,2025-10-18T13:34:00.484Z,2025-10-18T13:34:00.484+00:00,1760794461.119,2025-10-18T13:34:21.118Z,2025-10-18T13:34:21.118+00:00,1760794440.000,2025-10-18T13:34:00.000Z,2025-10-18T13:34:00.000+00:00,1760794443.000,2025-10-18T13:34:03.000Z,2025-10-18T13:34:03.000+00:00,4.864,0.122,16.000,3.000,20.634,17.634,ok,
135,v0.15.2,1760794462.415,2025-10-18T13:34:22.414Z,2025-10-18T13:34:22.414+00:00,1760794483.303,2025-10-18T13:34:43.302Z,2025-10-18T13:34:43.302+00:00,1760794462.000,2025-10-18T13:34:22.000Z,2025-10-18T13:34:22.000+00:00,1760794465.000,2025-10-18T13:34:25.000Z,2025-10-18T13:34:25.000+00:00,6.119,0.124,14.950,3.000,20.888,17.888,ok,
136,v0.15.1,1760794484.544,2025-10-18T13:34:44.543Z,2025-10-18T13:34:44.543+00:00,1760794505.517,2025-10-18T13:35:05.517Z,2025-10-18T13:35:05.517+00:00,1760794484.000,2025-10-18T13:34:44.000Z,2025-10-18T13:34:44.000+00:00,1760794487.000,2025-10-18T13:34:47.000Z,2025-10-18T13:34:47.000+00:00,5.050,0.158,16.204,3.000,20.974,17.974,ok,
137,v0.15.2,1760794506.822,2025-10-18T13:35:06.822Z,2025-10-18T13:35:06.822+00:00,1760794528.913,2025-10-18T13:35:28.913Z,2025-10-18T13:35:28.913+00:00,1760794507.000,2025-10-18T13:35:07.000Z,2025-10-18T13:35:07.000+00:00,1760794510.000,2025-10-18T13:35:10.000Z,2025-10-18T13:35:10.000+00:00,5.389,0.079,16.323,3.000,22.091,19.091,ok,
138,v0.15.1,1760794530.190,2025-10-18T13:35:30.189Z,2025-10-18T13:35:30.189+00:00,1760794550.663,2025-10-18T13:35:50.662Z,2025-10-18T13:35:50.662+00:00,1760794530.000,2025-10-18T13:35:30.000Z,2025-10-18T13:35:30.000+00:00,1760794533.000,2025-10-18T13:35:33.000Z,2025-10-18T13:35:33.000+00:00,5.551,0.163,14.809,3.000,20.473,17.473,ok,
139,v0.15.2,1760794551.927,2025-10-18T13:35:51.926Z,2025-10-18T13:35:51.926+00:00,1760794574.439,2025-10-18T13:36:14.438Z,2025-10-18T13:36:14.438+00:00,1760794552.000,2025-10-18T13:35:52.000Z,2025-10-18T13:35:52.000+00:00,1760794556.000,2025-10-18T13:35:56.000Z,2025-10-18T13:35:56.000+00:00,6.336,0.111,15.869,4.000,22.512,18.512,ok,
140,v0.15.1,1760794575.729,2025-10-18T13:36:15.728Z,2025-10-18T13:36:15.728+00:00,1760794596.884,2025-10-18T13:36:36.883Z,2025-10-18T13:36:36.883+00:00,1760794575.000,2025-10-18T13:36:15.000Z,2025-10-18T13:36:15.000+00:00,1760794579.000,2025-10-18T13:36:19.000Z,2025-10-18T13:36:19.000+00:00,5.837,0.085,15.822,4.000,21.155,17.155,ok,
141,v0.15.2,1760794598.239,2025-10-18T13:36:38.238Z,2025-10-18T13:36:38.238+00:00,1760794619.604,2025-10-18T13:36:59.604Z,2025-10-18T13:36:59.604+00:00,1760794598.000,2025-10-18T13:36:38.000Z,2025-10-18T13:36:38.000+00:00,1760794601.000,2025-10-18T13:36:41.000Z,2025-10-18T13:36:41.000+00:00,5.793,0.164,15.551,3.000,21.366,18.366,ok,
142,v0.15.1,1760794620.845,2025-10-18T13:37:00.844Z,2025-10-18T13:37:00.844+00:00,1760794641.443,2025-10-18T13:37:21.443Z,2025-10-18T13:37:21.443+00:00,1760794620.000,2025-10-18T13:37:00.000Z,2025-10-18T13:37:00.000+00:00,1760794623.000,2025-10-18T13:37:03.000Z,2025-10-18T13:37:03.000+00:00,5.503,0.124,15.699,3.000,20.599,17.599,ok,
143,v0.15.2,1760794642.710,2025-10-18T13:37:22.710Z,2025-10-18T13:37:22.710+00:00,1760794664.340,2025-10-18T13:37:44.339Z,2025-10-18T13:37:44.339+00:00,1760794642.000,2025-10-18T13:37:22.000Z,2025-10-18T13:37:22.000+00:00,1760794646.000,2025-10-18T13:37:26.000Z,2025-10-18T13:37:26.000+00:00,6.032,0.120,16.056,4.000,21.629,17.629,ok,
144,v0.15.1,1760794665.646,2025-10-18T13:37:45.646Z,2025-10-18T13:37:45.646+00:00,1760794687.232,2025-10-18T13:38:07.231Z,2025-10-18T13:38:07.231+00:00,1760794665.000,2025-10-18T13:37:45.000Z,2025-10-18T13:37:45.000+00:00,1760794668.000,2025-10-18T13:37:48.000Z,2025-10-18T13:37:48.000+00:00,5.536,0.126,16.397,3.000,21.585,18.585,ok,
145,v0.15.2,1760794688.591,2025-10-18T13:38:08.591Z,2025-10-18T13:38:08.591+00:00,1760794709.972,2025-10-18T13:38:29.971Z,2025-10-18T13:38:29.971+00:00,1760794688.000,2025-10-18T13:38:08.000Z,2025-10-18T13:38:08.000+00:00,1760794691.000,2025-10-18T13:38:11.000Z,2025-10-18T13:38:11.000+00:00,5.528,0.115,16.215,3.000,21.380,18.380,ok,
146,v0.15.1,1760794711.367,2025-10-18T13:38:31.366Z,2025-10-18T13:38:31.366+00:00,1760794733.109,2025-10-18T13:38:53.109Z,2025-10-18T13:38:53.109+00:00,1760794711.000,2025-10-18T13:38:31.000Z,2025-10-18T13:38:31.000+00:00,1760794714.000,2025-10-18T13:38:34.000Z,2025-10-18T13:38:34.000+00:00,5.162,0.162,16.705,3.000,21.743,18.743,ok,
147,v0.15.2,1760794734.388,2025-10-18T13:38:54.387Z,2025-10-18T13:38:54.387+00:00,1760794755.985,2025-10-18T13:39:15.984Z,2025-10-18T13:39:15.984+00:00,1760794734.000,2025-10-18T13:38:54.000Z,2025-10-18T13:38:54.000+00:00,1760794739.000,2025-10-18T13:38:59.000Z,2025-10-18T13:38:59.000+00:00,6.674,0.143,14.970,5.000,21.597,16.597,ok,
148,v0.15.1,1760794757.310,2025-10-18T13:39:17.310Z,2025-10-18T13:39:17.310+00:00,1760794831.399,2025-10-18T13:40:31.398Z,2025-10-18T13:40:31.398+00:00,1760794757.000,2025-10-18T13:39:17.000Z,2025-10-18T13:39:17.000+00:00,1760794760.000,2025-10-18T13:39:20.000Z,2025-10-18T13:39:20.000+00:00,6.045,0.134,68.042,3.000,74.089,71.089,ok,
149,v0.15.2,1760794832.785,2025-10-18T13:40:32.785Z,2025-10-18T13:40:32.785+00:00,1760794854.796,2025-10-18T13:40:54.796Z,2025-10-18T13:40:54.796+00:00,1760794832.000,2025-10-18T13:40:32.000Z,2025-10-18T13:40:32.000+00:00,1760794835.000,2025-10-18T13:40:35.000Z,2025-10-18T13:40:35.000+00:00,6.084,0.132,16.423,3.000,22.011,19.011,ok,
150,v0.15.1,1760794856.143,2025-10-18T13:40:56.142Z,2025-10-18T13:40:56.142+00:00,1760794878.835,2025-10-18T13:41:18.834Z,2025-10-18T13:41:18.834+00:00,1760794856.000,2025-10-18T13:40:56.000Z,2025-10-18T13:40:56.000+00:00,1760794860.000,2025-10-18T13:41:00.000Z,2025-10-18T13:41:00.000+00:00,5.728,0.176,16.846,4.000,22.692,18.692,ok,
151,v0.15.2,1760794880.153,2025-10-18T13:41:20.152Z,2025-10-18T13:41:20.152+00:00,,,,,,,,,,,,,,,,error(20),"time=""2025-10-18T13:41:20Z"" level=fatal msg=""rpc error: code = FailedPrecondition desc = another operation is already in progress"""
152,v0.15.1,1760794881.715,2025-10-18T13:41:21.714Z,2025-10-18T13:41:21.714+00:00,,,,,,,,,,,,,,,,error(20),"time=""2025-10-18T13:41:21Z"" level=fatal msg=""rpc error: code = FailedPrecondition desc = another operation is already in progress"""
153,v0.15.2,1760794883.208,2025-10-18T13:41:23.208Z,2025-10-18T13:41:23.208+00:00,,,,,,,,,,,,,,,,error(20),"time=""2025-10-18T13:41:23Z"" level=fatal msg=""rpc error: code = FailedPrecondition desc = another operation is already in progress"""
154,v0.15.1,1760794884.707,2025-10-18T13:41:24.707Z,2025-10-18T13:41:24.707+00:00,,,,,,,,,,,,,,,,error(20),"time=""2025-10-18T13:41:24Z"" level=fatal msg=""rpc error: code = FailedPrecondition desc = another operation is already in progress"""
155,v0.15.2,1760794886.368,2025-10-18T13:41:26.368Z,2025-10-18T13:41:26.368+00:00,,,,,,,,,,,,,,,,error(20),"time=""2025-10-18T13:41:26Z"" level=fatal msg=""rpc error: code = FailedPrecondition desc = another operation is already in progress"""
156,v0.15.1,1760794887.923,2025-10-18T13:41:27.922Z,2025-10-18T13:41:27.922+00:00,,,,,,,,,,,,,,,,error(20),"time=""2025-10-18T13:41:28Z"" level=fatal msg=""rpc error: code = FailedPrecondition desc = another operation is already in progress"""
157,v0.15.2,1760794889.510,2025-10-18T13:41:29.510Z,2025-10-18T13:41:29.510+00:00,,,,,,,,,,,,,,,,error(20),"time=""2025-10-18T13:41:29Z"" level=fatal msg=""rpc error: code = FailedPrecondition desc = another operation is already in progress"""
158,v0.15.1,1760794891.015,2025-10-18T13:41:31.015Z,2025-10-18T13:41:31.015+00:00,,,,,,,,,,,,,,,,error(20),"time=""2025-10-18T13:41:31Z"" level=fatal msg=""rpc error: code = FailedPrecondition desc = another operation is already in progress"""
159,v0.15.2,1760794892.415,2025-10-18T13:41:32.415Z,2025-10-18T13:41:32.415+00:00,,,,,,,,,,,,,,,,error(20),"time=""2025-10-18T13:41:32Z"" level=fatal msg=""rpc error: code = FailedPrecondition desc = another operation is already in progress"""
160,v0.15.1,1760794893.953,2025-10-18T13:41:33.952Z,2025-10-18T13:41:33.952+00:00,,,,,,,,,,,,,,,,error(20),"time=""2025-10-18T13:41:34Z"" level=fatal msg=""rpc error: code = FailedPrecondition desc = another operation is already in progress"""
161,v0.15.2,1760794895.460,2025-10-18T13:41:35.460Z,2025-10-18T13:41:35.460+00:00,,,,,,,,,,,,,,,,error(20),"time=""2025-10-18T13:41:36Z"" level=fatal msg=""rpc error: code = FailedPrecondition desc = another operation is already in progress"""
162,v0.15.1,1760794897.432,2025-10-18T13:41:37.431Z,2025-10-18T13:41:37.431+00:00,,,,,,,,,,,,,,,,error(20),"time=""2025-10-18T13:41:37Z"" level=fatal msg=""rpc error: code = FailedPrecondition desc = another operation is already in progress"""
163,v0.15.2,1760794898.903,2025-10-18T13:41:38.902Z,2025-10-18T13:41:38.902+00:00,,,,,,,,,,,,,,,,error(20),"time=""2025-10-18T13:41:39Z"" level=fatal msg=""rpc error: code = FailedPrecondition desc = another operation is already in progress"""
164,v0.15.1,1760794900.505,2025-10-18T13:41:40.505Z,2025-10-18T13:41:40.505+00:00,,,,,,,,,,,,,,,,error(20),"time=""2025-10-18T13:41:40Z"" level=fatal msg=""rpc error: code = FailedPrecondition desc = another operation is already in progress"""
165,v0.15.2,1760794901.957,2025-10-18T13:41:41.957Z,2025-10-18T13:41:41.957+00:00,,,,,,,,,,,,,,,,error(20),"time=""2025-10-18T13:41:42Z"" level=fatal msg=""rpc error: code = FailedPrecondition desc = another operation is already in progress"""
166,v0.15.1,1760794903.413,2025-10-18T13:41:43.412Z,2025-10-18T13:41:43.412+00:00,1760794921.902,2025-10-18T13:42:01.902Z,2025-10-18T13:42:01.902+00:00,1760794903.000,2025-10-18T13:41:43.000Z,2025-10-18T13:41:43.000+00:00,1760794909.000,2025-10-18T13:41:49.000Z,2025-10-18T13:41:49.000+00:00,8.154,0.116,10.473,6.000,18.489,12.489,ok,
167,v0.15.2,1760794923.249,2025-10-18T13:42:03.249Z,2025-10-18T13:42:03.249+00:00,1760794944.925,2025-10-18T13:42:24.924Z,2025-10-18T13:42:24.924+00:00,1760794923.000,2025-10-18T13:42:03.000Z,2025-10-18T13:42:03.000+00:00,1760794926.000,2025-10-18T13:42:06.000Z,2025-10-18T13:42:06.000+00:00,5.003,0.094,16.650,3.000,21.676,18.676,ok,
168,v0.15.1,1760794946.179,2025-10-18T13:42:26.179Z,2025-10-18T13:42:26.179+00:00,1760794967.392,2025-10-18T13:42:47.392Z,2025-10-18T13:42:47.392+00:00,1760794946.000,2025-10-18T13:42:26.000Z,2025-10-18T13:42:26.000+00:00,1760794949.000,2025-10-18T13:42:29.000Z,2025-10-18T13:42:29.000+00:00,4.687,0.119,16.483,3.000,21.213,18.213,ok,
169,v0.15.2,1760794968.762,2025-10-18T13:42:48.762Z,2025-10-18T13:42:48.762+00:00,1760794991.112,2025-10-18T13:43:11.112Z,2025-10-18T13:43:11.112+00:00,1760794968.000,2025-10-18T13:42:48.000Z,2025-10-18T13:42:48.000+00:00,1760794973.000,2025-10-18T13:42:53.000Z,2025-10-18T13:42:53.000+00:00,8.513,0.123,14.319,5.000,22.350,17.350,ok,
170,v0.15.1,1760794992.385,2025-10-18T13:43:12.385Z,2025-10-18T13:43:12.385+00:00,1760795013.758,2025-10-18T13:43:33.757Z,2025-10-18T13:43:33.757+00:00,1760794992.000,2025-10-18T13:43:12.000Z,2025-10-18T13:43:12.000+00:00,1760794995.000,2025-10-18T13:43:15.000Z,2025-10-18T13:43:15.000+00:00,5.433,0.141,16.092,3.000,21.373,18.373,ok,
171,v0.15.2,1760795015.162,2025-10-18T13:43:35.162Z,2025-10-18T13:43:35.162+00:00,1760795036.529,2025-10-18T13:43:56.528Z,2025-10-18T13:43:56.528+00:00,1760795015.000,2025-10-18T13:43:35.000Z,2025-10-18T13:43:35.000+00:00,1760795019.000,2025-10-18T13:43:39.000Z,2025-10-18T13:43:39.000+00:00,6.633,0.121,14.639,4.000,21.367,17.367,ok,
172,v0.15.1,1760795037.871,2025-10-18T13:43:57.871Z,2025-10-18T13:43:57.871+00:00,1760795058.715,2025-10-18T13:44:18.715Z,2025-10-18T13:44:18.715+00:00,1760795038.000,2025-10-18T13:43:58.000Z,2025-10-18T13:43:58.000+00:00,1760795041.000,2025-10-18T13:44:01.000Z,2025-10-18T13:44:01.000+00:00,6.638,0.193,13.739,3.000,20.844,17.844,ok,
173,v0.15.2,1760795060.017,2025-10-18T13:44:20.017Z,2025-10-18T13:44:20.017+00:00,1760795084.189,2025-10-18T13:44:44.189Z,2025-10-18T13:44:44.189+00:00,1760795060.000,2025-10-18T13:44:20.000Z,2025-10-18T13:44:20.000+00:00,1760795064.000,2025-10-18T13:44:24.000Z,2025-10-18T13:44:24.000+00:00,7.274,0.127,16.589,4.000,24.172,20.172,ok,
174,v0.15.1,1760795085.550,2025-10-18T13:44:45.550Z,2025-10-18T13:44:45.550+00:00,1760795107.331,2025-10-18T13:45:07.331Z,2025-10-18T13:45:07.331+00:00,1760795085.000,2025-10-18T13:44:45.000Z,2025-10-18T13:44:45.000+00:00,1760795089.000,2025-10-18T13:44:49.000Z,2025-10-18T13:44:49.000+00:00,6.965,0.145,15.112,4.000,21.781,17.781,ok,
